target,val_mae,val_rmse,val_r2,val_mape,test_mae,test_rmse,test_r2,test_mape
L_WBZ_BlockMinAbs,314.0319660491247,1268.8618531007162,0.3743402174172873,3.50656071866931e+17,350.62873089034485,1328.9495501523595,0.2675091844715948,5.542225000580553e+17
