"Firma";"Lagerort";"ML_Ort_Obj";"Teil ";"S_Artikel_Obj";"Var ";"Chargennummer ";"MC_Charge_Obj";"MMM_CusRefOrder_Obj";"Bestand";"MLA_OnHand_Obj";"KommNr";"Fremdbestand";"FKom"
"100";120;"PA0823::958b368b987d32b4e1112cc679eac983";"2000004";"PA0490::958b368b987d32b4e11131c6ee323205";"";"";"";"";60.277,000;"PA2213:z:8fb398c496196cb2c514f516c985a329";"";0,000;nein
"100";120;"PA0823::958b368b987d32b4e1112cc679eac983";"2000021";"PA0490::958b368b987d32b4e11131c66aa53205";"";"";"";"";1.785,000;"PA2213:Ypdb:f7164d7c9795a5b45514bde32468c1a1";"";0,000;nein
