target,val_mae,val_rmse,val_r2,val_mape,test_mae,test_rmse,test_r2,test_mape
L_WBZ_BlockMinAbs,361.40816704506324,1188.1856914787422,0.6107238163373466,6.090670659633971e+17,420.5639515366246,1405.5728368776342,0.07682553644400958,8.682547954165807e+17
