target,val_mae,val_rmse,val_r2,val_mape,test_mae,test_rmse,test_r2,test_mape
L_WBZ_BlockMinAbs,3.98876,5.5132875,0.0,1.7963778024931328e+16,2.905674,10.902458,0.0,1.308599225679872e+16
