"Firma";"Wertgruppe";"MLM_StockValueGroup_Obj";"Teil ";"Var ";"S_Artikel_Obj";"Chargennummer ";"MC_Charge_Obj";"MMM_CusRefOrder_Obj";"Wert Mat var";"Wert Mat fix";"Wert Lohn var";"Wert Lohn fix";"Wert Masch var";"Wert Masch fix";"Wert BzgNKo var";"Wert BzgNKo fix";"Wert Zus 1 var";"Wert Zus 1 fix";"Wert Zus 2 var";"Wert Zus 2 fix";"DPr Material var";"DPr Material fix";"DPr Lohn var";"DPr Lohn fix";"DPr Masch var";"DPr Masch fix";"DPr BzgNebKo var";"DPr BzgNebKo fix";"DPr Zusatz 1 var";"DPr Zusatz 1 fix";"DPr Zusatz 2 var";"DPr Zusatz 2 fix";"lz Abgang";"lz Zugang";"EurK";"MLA_PartValue_Obj";"KommNr"
"100";0;"PA2173:Ypdb:f7164d7c9795a5b45514b7e394e33161";"2000004";"";"PA0490::958b368b987d32b4e11131c6ee323205";"";"";"";23.688,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,393000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;01.07.2025;01.07.2025;nein;"PA2214:Ypdb:f7164d7c9795a5b45514d7e4b9296254";""
"100";0;"PA2173:Ypdb:f7164d7c9795a5b45514b7e394e33161";"2000021";"";"PA0490::958b368b987d32b4e11131c66aa53205";"";"";"";1.314,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,736649;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;01.07.2025;13.06.2025;nein;"PA2214:Ypdb:f7164d7c9795a5b45514d7e4c2296254";""
