target,val_mae,val_rmse,val_r2,val_mape,test_mae,test_rmse,test_r2,test_mape
L_WBZ_BlockMinAbs,365.8929347768993,1200.9690201317783,0.478529204038017,6.342172629352507e+17,413.6393025961559,1312.269204423689,0.2865508030671353,8.732304364690958e+17
